Gene	Alias
RETN	FIZZ3,ADSF,RETN1
YPEL5	CGI-127
SCARA3	CSR,MSRL1,APC7,CSR1,MSLR1
PERP	KRTCAP1,dJ496H19.1,PIGPC1,KCP1,THW
POLR1D	RPA16,RPA9,RPO1-3,MGC9850,RPAC2,AC19
OVCH1	OVCH
ATP2A1	ATP2A,SERCA1
DNAJC8	SPF31
CYP27A1	CYP27,CP27,CTX
TADA1	STAF42,hADA1,ADA1,TADA1L,HFI1
XKR8	FLJ10307
FAM196A	C10orf141,INSYN2A,INSYN2
ATP6V1F	Vma7,VATF,ATP6S14
SPAG4	SUN4,CT127
SLC22A6	ROAT1,PAHT,OAT1
GIMAP2	IMAP2,HIMAP2,DKFZp586D0824,IAN12
CTAGE15	CTAGE15P
MYEOV2	COPS9
CIAO1	CIA1,WDR39
SAMSN1	SASH2,SLy2,NASH1,SH3D6B,HACS1
SLC16A1	MCT1,MCT
ZNF217	ZABC1
SCAMP3	C1orf3
TMPRSS3	DFNB8,DFNB10
IP6K2	IHPK2
RIMKLA	RP11-157D18.1,MGC47816,NAAGS-II,FAM80A
LYPD2	RGTR430,LYPDC2,UNQ430
FBXO40	KIAA1195,Fbx40
AGFG2	HRBL,RABR
HSD3B2	SDR11E2
CMTR2	FLJ11171,AFT,MTr2,FTSJD1
ZNF628	Zfp628,ZEC
RHCE	RH,CD240CE
NUDT11	hDIPP3beta,DIPP3b,FLJ10628
CRH	CRF,CRH1
SFN	YWHAS
SLC15A2	PEPT2
MIA	CD-RAP
F13A1	F13A
FAM76B	MGC33371
MZT2A	MOZART2A,FAM128A
UBTFL1	C11orf27
OR4D11	OR4D11P
FBXO30	Fbx30,MGC21674
PHACTR2	C6orf56,KIAA0680
FAM72B	RP11-439A17.6
TXNDC16	KIAA1344
CGB5	HCG
DDT	MIF-2,DDCT,MIF2,D-DT
FLVCR1	MFSD7B,PCA,SLC49A1,FLVCR,AXPC1
CHD3	Mi2-ALPHA,ZFH,Mi-2a
REL	c-Rel,I-Rel
FCRLA	FCRLc2,FCRLc1,FREB,FCRLd,FCRL,FCRLM1,FCRLe,FCRLX,FCRLb,MGC4595
RPL7	L7,humL7-1
SEPT10	SEPTIN10
NCAPH	hCAP-H,BRRN1,CAP-H
HIST1H4J	H4C11,H4FE
TMEM168	DKFZp564C012,FLJ13576
ALG10B	KCR1
CAPZA3	CAPPA3,Gsg3
ENDOV	FLJ35220
PLEKHA2	TAPP2
MORC2	ZCW3,AC004542.C22.1,ZCWCC1,KIAA0852
UBE3A	HPVE6A,FLJ26981,EPVE6AP,AS,ANCR,E6-AP
RRNAD1	C1orf66,METTL25B,CGI-41
GLYATL3	bA28H17.2,C6orf140
SNTG2	SYN5,G2SYN
KCNJ12	hIRK1,Kir2.2v,IRK2,KCNJN1,Kir2.2
YBEY	C21orf57
TGM7	TGMZ
PLEKHH3	FLJ21019
PTPN5	PTPSTEP,STEP61,STEP
SPATA6L	C9orf68,FLJ10058
C17orf82	LINC02875
ISOC1	CGI-111
LYSMD1	SB145,RP11-68I18.5,MGC35223
LRRTM1	FLJ32082
ZNF546	MGC43537,ZNF49
TAF13	TAFII18,TAF2K
OR2T1	OR1-25
VMP1	TMEM49,EPG3,TANGO5
FFAR1	FFA1R,GPR40
SEC24C	KIAA0079
SQRDL	SQOR
FTO	ALKBH9,KIAA1752,MGC5149
FAM205A	C9orf144B
USP10	KIAA0190,UBPO
SACS	PPP1R138,DNAJC29,SPAX6,ARSACS,KIAA0730,DKFZp686B15167
ASNSD1	NBLA00058,NS3TP1,FLJ20752
ZRANB2	ZNF265,ZIS1,ZIS2,ZIS
TRIM39	RNF23
UGT1A7	UGT1G
SCN7A	SCN6A,NaG,Nav2.1,Nav2.2
PALB2	FANCN,FLJ21816
FAM96A	CIAO2A
IRF6	LPS,VWS1,VWS,OFC6
TMEM208	HSPC171
BFAR	RNF47,BAR
MZT1	LOC440145,FLJ21869,RP11-11C5.2,MGC150539,MOZART1,C13orf37
EIF3J	eIF3-alpha,EIF3S1,eIF3-p35
FXYD1	PLM
TLK2	PKU-ALPHA,MGC44450
ZAP70	SRK,ZAP-70,STD
ASPRV1	Taps,FLJ25084,SASPase
TAGAP	IDDM21,FLJ32631,ARHGAP47
ARHGAP19	FLJ00194,MGC14258
C15orf43	TERB2
OR7C1	OR7C4,OR19-5
KLF1	EKLF
QRICH1	AB-DIP,VERBRAS,FLJ20259
HEATR5B	KIAA1414,DKFZp686P15184
GRHL3	SOM,TFCP2L4
QPCT	GCT,QC
HELT	Mgn,MEGANE,HCM1228,HESL,bHLHb44
CHAMP1	CAMP,C13orf8,CHAMP,ZNF828
LDHAL6B	LDHAL6,LDHL,LDH6B
IQUB	FLJ35834
INTS2	KIAA1287,INT2
KDM6A	UTX
LILRA1	LIR-6,CD85i,LIR6
EDNRA	ET-A,ETA-R,hET-AR
DNAJC6	KIAA0473,PARK19
MGST2	MGST-II
EHD2	PAST2
TRNT1	MtCCA,CCA1,CGI-47
IL23A	SGRF,IL23P19,IL-23A,IL-23,P19
OLFML1	UNQ564
SYT16	SYT14L,yt14r,Strep14,CHR14SYT
ADRB1	ADRB1R
AGPAT2	BSCL,LPAAT-beta
ATP8B1	FIC1,PFIC,PFIC1,ATPIC,BRIC
PPP1R42	LRRC67,TLLR,dtr
C22orf39	MGC74441
FAM86A	EEF2KMT
TMEM241	FLJ44259,C18orf45,MGC11386
FNBP4	KIAA1014
EIF2B2	EIF-2Bbeta,EIF2B
LAS1L	FLJ12525,Las1
TUSC3	N33,MGC13453,MRT22,OST3A,MRT7,SLC58A2,MagT2
WNT9A	WNT14
AFAP1	AFAP-110,AFAP
AJUBA	JUB,MGC15563
PLOD1	PLOD,LLH,LH1
DNAJB6	MRJ,LGMD1D
LRFN3	FIGLER1,SALM4,MGC2656
TRIM48	RNF101
TNPO1	MIP1,MIP,IPO2,KPNB2,TRN
PTRH2	BIT1,CGI-147,CFAP37,PTH2
C10orf128	TMEM273
ACP5	HPAP,TRAP
PDCD6IP	Alix,AIP1,Hp95
VWA5A	LOH11CR2A,BCSC-1
SLC4A8	NBC3
MYPOP	P42pop
VAMP3	CEB
BRF1	BRF,hBRF,TAF3B2,TAF3C,GTF3B,TFIIIB90
MKNK2	GPRK7,MNK2
TADA3	FLJ20221,NGG1,FLJ21329,hADA3,ADA3,TADA3L
ENPP3	PD-IBETA,PDNP3,CD203c,gp130RB13-6,B10
ANAPC1	TSG24,APC1,MCPR
CTDNEP1	HSA011916,DULLARD,NET56
RUVBL2	INO80J,TIP49b,RVB2,TIH2,ECP51,TIP48,Reptin52,Rvb2
MPDU1	SL15,Lec35,SLC66A5,PQLC5,CDGIf
IGFBPL1	bA113O24.1
TRUB1	PUS4
KLF15	KKLF
ALG1	HMAT1,Mat-1,HMT-1,CDG1K
DBNDD1	FLJ12582,MGC3101
SLC36A2	tramdorin,PAT2,TRAMD1
CCDC88A	APE,HkRP1,KIAA1212,FLJ10392,GIV,GRDN
CACNA1I	Cav3.3
OR2F1	OR2F3P,OR2F5,OR2F3,OR7-140,OR14-60,OLF3,OR7-139,OR2F4
BTG4	APRO3,PC3B
TEC	PSCTK4
KIAA1467	FAM234B
FABP6	I-15P,I-BALB,ILBP3,ILLBP,I-BABP,ILBP,I-BAP
CCNE1	CCNE
TMTC3	SMILE,FLJ90492
TMEM222	DKFZP564D0478,C1orf160
NPIPA1	NPIP,morpheus
RSU1	RSP-1,FLJ31034
DYNC1H1	DNCH1,DHC1,Dnchc1,HL-3,p22,DNECL,DNCL,CMT2O
DAPK1	ROCO3,DAPK
HIC1	ZBTB29,ZNF901
DNM1L	HDYNIV,VPS1,DRP1,DYMPLE,DVLP
POLR2K	RPB12,RPB10alpha
DAGLB	DAGLBETA,KCCR13L
IGFL1	UNQ644
CNGA1	RCNCa,RP49,RCNC1,CNCG1,CNCG,CNG1
PMAIP1	APR,NOXA
PPP1R9A	Neurabin-I,KIAA1222,FLJ20068
KCTD13	POLDIP1,FKSG86,PDIP1
FBXW4	SHFM3,Fbw4,dactylin
HYAL3	LUCA14,LUCA-3,Minna14
TRNAU1AP	TRSPAP1,SECP43,FLJ20503
FSTL1	OCC-1,FRP,OCC1,FSL1,tsc36
SLC7A5	CD98,MPE16,LAT1,D16S469E,E16
RPS6KA2	HU-2,RSK3
PCDHGA11	PCDH-GAMMA-A11
AFF2	FMR2,FRAXE
PIP4K2C	FLJ22055,PIP5K2C
DSE	SART2,DS-Epi1,DSEPI
EFNB2	MGC126228,HTKL,MGC126226,LERK5,EPLG5,Htk-L,MGC126227
GLRA1	STHE
PXDNL	PMR1,FLJ25471
KLK10	PRSSL1,NES1
FAM71E2	DKFZp434G1729,C19orf16
COBLL1	KIAA0977
CDC45	CDC45L,CDC45L2
FITM2	FIT2,C20orf142,dJ881L22.2
FKBP9	FKBP63,FKBP60
LSMEM1	FLJ39575,C7orf53
SCFD2	FLJ39514,STXBP1L1
BRIP1	OF,BACH1,FANCJ
ZNF678	MGC42493
COL18A1	KS,KNO1,KNO
OR2M5	OR2M5P
ZNF562	FLJ20079
CYP19A1	CYAR,ARO1,P-450AROM,CYP19,aromatase,ARO,CPV1
SERBP1	PAIRBP1,CGI-55,DKFZP564M2423,CHD3IP,PAI-RBP1,HABP4L
PSD4	TIC,EFA6B
PIF1	FLJ22692,C15orf20
ZBTB34	MGC24652,ZNF918,KIAA1993
NAV3	KIAA0938,POMFIL1
GPBP1	DKFZp761C169
KHDRBS2	SLM1,SLM-1,MGC26664
C18orf32	FLJ23458
DHX38	PRP16,DDX38,hPrp16,PRPF16,KIAA0224
TXLNB	C6orf198,MDP77,DKFZp451A175,dJ522B19.2
OR14K1	OR5AY1
FCGR3B	CD16,FCGR3,FCG3,CD16b
ACER2	ASAH3L,ALKCDase2,FLJ41587
RNF113A	ZNF183,Cwc24,RNF113
ZNF441	FLJ38637
RHBDF2	RHBDL6,FLJ22341,TOC,RHBDL5,TOCG,iRhom2
ERICH4	LOC100170765,C19orf69
KIF5A	MY050,D12S1889,NKHC,SPG10
TARBP2	Trbp
SFTPB	SP-B,SFTP3
ZDHHC23	MGC42530
ENO1	MBP-1,MPB1,PPH,ENO1L1
GNG11	GNGT11
FAM57B	TLCD3B
MTFR1	FAM54A2,CHPPR,KIAA0009
UBE2D4	HBUCE1
USH1G	Sans,ANKS4A,FLJ33924
HOXA3	HOX1,HOX1E
CEACAM3	CGM1,CD66d
CABP2	DFNB93
PCSK5	PC5,PC6,SPC6
RNLS	renalase,C10orf59,FLJ11218
RPS6KA1	p90Rsk,RSK1,HU-1,MAPKAPK1
CPNE5	COPN5,KIAA1599,CPN5
CBX2	MGC10561,CDCA6
CT47A11	CT47.11
EFCAB14	KIAA0494
IL1RAP	IL1R3,IL-1RAcP,C3orf13
CGN	KIAA1319
SPPL2B	PSL1,IMP4,KIAA1532
CES5A	FLJ31547,CES4C1,CES7,CES5,CAUXIN
CHTF8	FLJ20400,CTF8
GRWD1	WDR28,GRWD,RRB1
NEURL1	RNF67,neu-1,h-neu,NEURL
ALG11	KIAA0266,CDG1P
P2RY8	P2Y8
SMIM14	FLJ13289,C4orf34
RBM18	MGC2734
PPARGC1B	PGC1B,PERC
NOL11	DKFZP586L0724
CSRP3	CMD1M,MLP,CLP
DEFA5	HD-5,DEF5
SOCS6	SSI4,CIS4,Cish4,STATI4,SOCS4,STAI4,HSPC060
H6PD	GDH,H6PDH
ADCY3	AC3
ZNF771	DSC43
STAC2	24b2
ABCA9	EST640918
ZNF548	FLJ32932
CD33	FLJ00391,SIGLEC-3,SIGLEC3,p67
CDK5R2	P39,NCK5AI,p39nck5ai
SV2B	KIAA0735,HsT19680
HIC2	KIAA1020,ZBTB30,HRG22,ZNF907
PSMG3	C7orf48,PAC3,MGC10911
PRKRIR	THAP12
REEP6	DP1L1,C19orf32,Yip2f,FLJ25383
ACOX2	BRCOX,BRCACOX,THCCox
ADAMTS18	ADAMTS21
ABHD10	FLJ11342
ORAI3	MGC13024,TMEM142C
SPINK13	MGC149260,HESPINTOR,SPINK5L3,LiESP6
SPATA45	LOC149643,C1orf227
RHBDL3	RHBDL4,VRHO
COMMD7	C20orf92,dJ1085F17.3
ABCB6	MTABC3,umat,EST45597
MRPL17	RPML26,MRP-L26
SCARA5	MGC45780,NET33,FLJ23907
POU3F4	DFNX2,OTF9,BRN4,DFN3
SLFN11	FLJ34922
PES1	NOP7,PES
MTERF4	MTERFD2,MGC61716
BBS2	BBS
LRSAM1	FLJ31641,TAL,CMT2P,RIFLE
CAMK4	CaMKIV,CaMK-GR
RAB20	FLJ20429
TMEM229B	C14orf83,FLJ33387
CSNK1E	HCKIE,CKIepsilon,CKIE
STARD3	MLN64,es64
GTF2H5	TFB5,TFIIH,FLJ30544,TTDA,C6orf175,bA120J8.2,TTD,TTD-A
TBATA	spatial,C10orf27,FLJ32820
TAF6L	PAF65A
PGLYRP4	PGRP-Ibeta,SBBI67,PGRPIB,PGLYRPIbeta
SDC4	SYND4,amphiglycan,ryudocan
RBP1	CRBPI,CRBP1,RBPC,CRABP-I,CRBP
ZFC3H1	MGC23401,PSRC2,CCDC131,CSRC2,KIAA0546
LRRC8A	SWELL1,KIAA1437,FLJ10337,LRRC8
EPC2	DKFZP566F2124
SLC13A5	NACT,INDY
KCNK6	K2p6.1,TWIK-2
GUCY2D	GUC2D,LCA1,RETGC-1,LCA,ROS-GC1,CYGD,CORD6,GUC1A4,retGC
SMARCD3	Rsc6p,BAF60C,CRACD3
C12orf49	SPRING1
TOP2A	TOP2
RAB7A	RAB7,CMT2B
PPM1B	PP2CB,PP2CBETA,PPC2BETAX
TWF2	PTK9L,A6r,A6RP
SPG21	ACP33,BM-019,GL010,ABHD21,MAST
KRTAP19-7	KAP19.7
PRR16	DSC54
UBE2L6	UBCH8
GNGT2	GNG9
TRIM61	RNF35
ZNF324B	FLJ45850
TXNL1	TXNL,TRP32,Txl
GBP3	FLJ10961
RSBN1	ROSBIN,FLJ11220
RDH10	SDR16C4
FABP7	BLBP,B-FABP
SCAND1	SDP1,RAZ1
ALPPL2	ALPG
PRKD3	PRKCN,EPK2
FRG1B	C20orf80,FRG1BP
MRPS2	CGI-91
HOXA6	HOX1,HOX1B
DHDH	HUM2DD
TMEM31	MGC39655
GUCA1B	GCAP2,RP48
LCNL1	FLJ45224
IGSF1	INHBP,MGC75490,PGSF2,IGDC1,IGCD1,KIAA0364
DYNC1I2	DNCI2,DIC74
USP22	KIAA1063,USP3L
FOXS1	FKHL18,FREAC10
SLC27A6	FACVL2,VLCS-H1,ACSVL2,FATP6
RNASE12	RAI1
BIRC3	hiap-1,MALT2,c-IAP2,MIHC,cIAP2,API2,RNF49
FICD	HIP13,HYPE
CRAMP1L	CRAMP1
HIST1H2BO	H2BFN,H2BC17
BSCL2	SPG17,GNG3LG,seipin
PCDH10	OL-PCDH,KIAA1400
EXOSC2	p7,Rrp4p,RRP4,hRrp4p
RLIM	MGC15161,RNF12,NY-REN-43
PLEKHA1	TAPP1
SERPINC1	AT3,ATIII,MGC22579
EFCAB3	FLJ25818
TLX2	NCX,Enx,HOX11L1
NUP43	bA350J20.1,FLJ13287
GRIK3	GluK3,GLUR7
OPN1LW	CBP,CBBM,COD5,RCP
SULT4A1	SULTX3,hBR-STL-1
SREBF1	SREBP1,SREBP-1c,bHLHd1,SREBP1a
VWA2	FLJ16213,AMACO,NET42,FLJ45857,CCSP-2
GRM2	mGlu2,MGLUR2,GPRC1B
ASUN	C12orf11,INTS13
ZRANB3	DKFZP434B1727,AH2
MESP1	MGC10676,bHLHc5
DNAJB13	RSPH16A,TSARG6
PLA1A	ps-PLA1
HDAC6	PPP1R90,HD6,KIAA0901,FLJ16239,JM21
RUFY3	KIAA0871,RIPx,Singar1,ZFYVE30
BTF3L4	MGC23908
SERF1A	SERF1,H4F5,SMAM1,FAM2A,4F5
TRAF3IP3	T3JAM
CRB2	FLJ16786,FLJ38464
EMR2	ADGRE2
FAM167B	DIORA-2,MGC10820,C1orf90
RRP36	dJ20C7.4,C6orf153
PSEN2	AD3L,PS2,STM2,AD4
JMJD2C	KDM4C
IL1RN	MGC10430,IRAP,IL-1RN,ICIL-1RA,IL1RA,IL1F3
RAD18	RNF73
GPR111	ADGRF2
CENPI	Mis6,CENP-I,FSHPRH1,LRPR1
CYP4Z1	CYP4A20
BRE	BABAM2
ZNF320	DKFZp686G16228,ZFPL
HSPB11	PP25,HSPCO34,C1orf41,FAP232,IFT25
SEL1L2	DKFZp434C1826,C20orf50
TP73	P73
SMG8	FLJ10587,FLJ23205,C17orf71
TCEANC2	FLJ32112,C1orf83
TFF2	SML1
PGLYRP2	PGRPL,tagL,tagL-alpha,TAGL-like,PGRP-L,tagl-beta,PGLYRPL
ABCD4	P70R,PXMP1L,PMP69,EST352188
AQP6	AQP2L
GPCPD1	GDPD6,KIAA1434,GDE5
MBD1	PCM1,CXXC3
DDX41	MGC8828,ABS
C15orf57	CCDC32
TNFRSF10B	TRAIL-R2,TRAILR2,CD262,TRICK2A,DR5,KILLER,TRICKB
TNFRSF13C	CD268,BAFFR
UTS2R	GPR14
GNE	Uae1,IBM2
ZNF292	ZFP292,Zn-16,bA393I2.3,Zn-15,KIAA0530
PAGE2B	CT16.5
UBE2F	NCE2
UPK2	MGC138598,UPII,UP2
IL9	IL-9,HP40,P40
SCARF2	SREC-II,HUMZD58C02,SREC2
PABPC1	PABP1,PABPL1,PAB1,PABPC2
UNC5A	KIAA1976,UNC5H1
EXOC5	SEC10P,SEC10L1,SEC10
KIN	KIN17,Rts2
ZNF488	FLJ32104
CNFN	PLAC8L2
OXSR1	KIAA1101,OSR1
CD99L2	CD99B,MIC2L1
ABCA2	ABC2
C5orf64	FLJ37543
HPSE2	UFS,HPR2,HPA2
KPNA6	KPNA7,IPOA7,MGC17918,FLJ11249
GET4	TRC35,CEE,C7orf20,H_NH1244M04.5,CGI-20
HOXD3	HOX4,HOX4A,HOX1D
PRR19	MGC70924
AMY1B	AMY1
ZNF461	MGC33911,GIOT-1
NPIPB15	LOC440348,NPIPL2
ZC3H13	DKFZp434D1812,KIAA0853,Xio
DCP1B	FLJ31638
HS3ST4	3OST4
TAF1C	MGC:39976,TAFI110,SL1,TAFI95
PRSS1	TRY1
C1orf54	FLJ23221
ABCF1	ABC50,EST123147
RHBDD3	C22orf3,PTAG
ZBTB43	ZBTB22B,ZNF297B,FLJ22470,KIAA0414,ZNF-X
ZNF512	KIAA1805
GRAMD1A	KIAA1533,FLJ90346
PCDHB3	PCDH-BETA3
KCTD3	NY-REN-45
TH	DYT5b
ALPK1	Lak,KIAA1527,FLJ22670
BPIFB3	dJ726C3.4,RYA3,C20orf185,LPLUNC3
MED26	CRSP70,CRSP7
ZNF784	MGC75238
RWDD4	RWDD4A,FAM28A,MGC10198
NIPBL	IDN3,Scc2,DKFZp434L1319,FLJ13648,FLJ12597,FLJ13354,FLJ11203
PSMA3	HC8
ZNF618	NEDD10,KIAA1952
IP6K1	IHPK1,KIAA0263
LUZP6	MPD6,MTPNUT
ACSM2B	HXMA,HYST1046,ACSM2
EIF2B4	EIF2B,DKFZP586J0119,EIF-2B,EIF2Bdelta
EPB41L1	4.1N,KIAA0338
ALPK3	KIAA1330,Midori,MAK
CHMP7	MGC29816
FAIM2	LIFEGUARD,KIAA0950,LFG2,LFG,TMBIM2,NMP35
ATP2B3	CLA2,CFAP39,PMCA3,SCAX1
ARHGEF39	C9orf100,FLJ14642
MLPH	exophilin-3,l1Rk3,ln,l(1)-3Rk,Slac-2a
APLP1	APLP
ABCG2	CD338,MXR,BCRP,ABCP,EST157481
FAHD2B	DKFZp434N062
PODXL	gp135,PC,PDX,Gp200,PODXL1,PCLP
METTL18	C1orf156,MGC9084,AsTP2,HPM1
DEFB127	bA530N10.2,C20orf73,DEF-27
MAP7	E-MAP-115
ZCCHC16	RTL4
FMNL3	MGC45819,WBP3,DKFZp762B245
LHFPL2	KIAA0206
CYP2E1	CYP2E
SLC11A2	DMT1,NRAMP2,DCT1
ZNF385D	ZNF659,FLJ22419
PSMA7	C6,XAPC7,RC6-1,HSPC
KISS1R	HOT7T175,AXOR12,GPR54
ZSCAN25	FLJ32468,ZNF498
ARHGAP23	KIAA1501
DNAH10OS	FLJ45278
HNRNPCL2	HNRNPCP5
SMIM4	C3orf78
GFM1	EGF1,GFM,mtEF-G1,EFGM
TM4SF20	TCCE518,FLJ22800
GPX2	GSHPX-GI
CAD	GATD4
RING1	RNF1
OR2M3	OR2M3P,OR2M6,OST003
ISL1	ISLET1,Isl-1
ARHGEF9	KIAA0424,PEM-2
HMGN1	FLJ27265,MGC117425,MGC104230,HMG14,FLJ31471
ZFP37	ZNF906
PDLIM1	CLIM1,hCLIM1,CLP-36,CLP36
MRPS12	RPS12,RPMS12,RPSM12
FZD6	Hfz6
PATL2	Pat1a
POM121L12	DKFZp564N2472
ZDHHC11	FLJ13153,ZNF399
NEDD4L	KIAA0439,NEDD4-2,RSP5
ISG20	HEM45,CD25
HIST1H2BA	H2BC1
C2orf49	asw,MGC5509
PKD2	TRPP2,Pc-2,PC2,PKD4
ITGB1BP2	CHORDC3
CDKN2A	MTS1,ARF,p16INK4a,p14ARF,p19Arf,p16,p19,CDK4I,INK4,INK4a,CDKN2,MLM,CMM2,p14
MSANTD3	C9orf30,MGC17337
NYNRIN	CGIN1,KIAA1305,FLJ11811
TMEM2	CEMIP2
RBM14	SIP,SYTIP1,COAA,DKFZp779J0927
ZNF430	FLJ13659
HOMER3	HOMER-3
BAI3	ADGRB3
DNAJC30	WBSCR18
NR4A2	NOT,HZF-3,TINUR,RNR1,NURR1
GGCT	Ggc,CRF21,GCTG,MGC3077,C7orf24
GALR2	GALNR2
MAP2	MAP2A,MAP2C,MAP2B
ZDHHC17	HIP14,KIAA0946,HYPH
ATP6AP1	VATPS1,Ac45,ATP6S1,ATP6IP1,ORF,CF2,XAP-3,16A,XAP3
GSPT2	eRF3b,FLJ10441
RAB33B	DKFZP434G099
BGN	DSPG1,SLRR1A
PLK2	SNK
RSRC2	FLJ11021
ZDHHC5	DHHC5,KIAA1748,ZNF375
KNG1	BK,KNG,BDK
WDR48	KIAA1449,P80,SPG60
OSBPL6	ORP6
WEE2	WEE1B,FLJ16107
POU1F1	PIT1,GHF-1,PIT-1,POU1F1a
SVIP	DKFZp313A2432
SLC26A5	PRES,DFNB61
NEXN	NELIN,nexilin
RPL23A	L23A
C10orf111	RPP38-DT
KIF11	TRIP5,HKSP,KNSL1,Eg5
WISP2	CCN5
SMARCB1	Snr1,Ini1,PPP1R144,SNF5L1,BAF47,Sfh1p,RDT,hSNFS,SNF5
BRD9	FLJ13441
PPEF1	PPEF,PPP7CA
EEF1A1	EF1A,LENG7,EE1A1,EEF1A
DKK3	REIC,RIG
MBOAT7	LPLAT,hMBOA-7,LENG4,BB1
FGF16	MF4
HNRNPA3	HNRPA3
C3orf38	MGC26717
WDR33	WDC146,NET14,FLJ11294
CNOT11	C40,C2orf29
SLC35D3	FRCL1
SH3BP5	Sab
C10orf71	FLJ45913
FBXO27	Fbx27,Fbg5
ADAT2	TAD2,DEADC1,dJ20N2.1
RMND1	C6orf96,RMD1,bA351K16.3,FLJ20627
SUPV3L1	SUV3
SPATA33	FLJ31606,C16orf55
PRPF39	FLJ20666,FLJ11128
NCAPG	CAP-G,hCAP-G,FLJ12450,YCG1
POFUT1	FUT12,KIAA0180,O-FUT,O-Fuc-T
STRA6	FLJ12541
ENDOD1	KIAA0830
ROPN1	ODF6,ROPN1A,ropporin,CT91
ANKRD33	PANKY,DKFZp686O1689,C12orf7
RNF44	KIAA1100
CCDC69	FLJ13705,DKFZP434C171
SRSF4	SFRS4,SRP75
FOXK1	IMAGE:5164497
DDIT3	CHOP10,GADD153,CHOP
TMEM246	C9orf125,PGAP4
FHDC1	INF1,KIAA1727
SMC5	SMC5L1,KIAA0594
TUBB2A	TUBB,dJ40E16.7,TUBB2
RRP1	NNP-1,NOP52,RRP1A,D21S2056E,Nop52
LONRF3	FLJ22612,RNF127
TSPAN4	NAG-2,TM4SF7,TSPAN-4,TETRASPAN
ARHGDIG	RHOGDI-3
ZBTB21	ZNF295,KIAA1227
ANKS1A	ANKS1,KIAA0229
MXI1	bHLHc11,MXD2,MAD2,MXI
FAM69C	DIPK1C,C18orf51
ARL10	ARL10A
EIF1AD	haponin,MGC11102
RPS20	uS10,S20
LYRM7	C5orf31,FLJ20796,MZM1L
DEFB104A	DEFB4,DEFB104,DEFB-4
OR1I1	OR19-20,OR1I1Q,OR1I1P
C1QC	C1QG
STK24	MST3B,MST3,MST-3,STK3,STE20
CES3	ES31,FLJ21736
C4BPB	C4BP
ZBTB9	MGC23166,ZNF919
COQ9	C16orf49,DKFZP434K046
IST1	CHMP8,KIAA0174
ANGPT2	Ang2
NBPF9	AE01
GLIS1	FLJ36155
ATP5L2	ATP5MGL,ATP5K2
ZNF785	FLJ32130
CA10	CARPX,HUCEP-15,CA-RPX
SYT8	DKFZp434K0322
HS3ST3A1	30ST3A1,3OST3A1
PRR13	DKFZP564J157,FLJ23818
MCM9	MGC35304,FLJ20170,MCMDC1,C6orf61,dJ329L24.3
DZIP1	KIAA0996,DZIP
DHRS11	MGC4172,SDR24C1
MYL3	MLC1V,MLC1SB,VLC1,CMH8
NOD2	PSORAS1,NLRC2,CARD15,CLR16.3,CD,BLAU,IBD1
PAX5	BSAP
KCNG1	kH2,Kv6.1,KCNG,K13
FEM1C	KIAA1785,EUROIMAGE686608,EUROIMAGE783647,FEM1A
IKZF2	ZNFN1A2,Helios
UFC1	HSPC155
WFDC10A	dJ688G8.3,WAP10,C20orf146
ZCCHC8	DKFZp434E2220
DNAJC5	DNAJC5A,FLJ13070,FLJ00118,CLN4
BAP1	KIAA0272,UCHL2,hucep-6
KLHL29	KIAA1921,KBTBD9
RTN4	NSP-CL,ASY,KIAA0886,NOGO
GPR173	SREB3
CACNA2D3	HSA272268
MPP4	DLG6
NDUFV2	CI-24k
BHLHB9	GASP3,p60TRP,KIAA1701
KIR3DL1	nkat3,NKB1B,CD158E1,AMB11,NKB1,cl-2,CD158e2,KIR,cl-11,CD158e1/2
FAM155B	CXorf63,TED,TMEM28
ELOVL7	FLJ23563
ASPA	ASP,ACY2
OR1F1	OR1F8,OR16-88,OR1F13P,OR1F6,OR1F5,OR1F7,OR1F10,Olfmf,OR16-89,OLFMF,OR16-90,OR1F4,OR16-36,OR16-37,OR1F9,OR3-145
NBPF4	FLJ32833
ESYT3	FAM62C,CHR3SYT
MKX	C10orf48,MGC39616,IRXL1
HAUS2	FLJ10460,CEP27,HsT17025,C15orf25
PAICS	PAIS,AIRC,ADE2H1
ZEB2	ZFHX1B,KIAA0569,SIP-1,SIP1
CNOT4	CLONE243,NOT4,NOT4H
IL4I1	FIG1
TDRD6	NY-CO-45,bA446F17.4,SPATA36,CT41.2
IFT140	gs114,WDTC2,KIAA0590
POLR3B	RPC2,C128,FLJ10388
CITED1	MSG1
MPHOSPH8	mpp8,HSMPP8
COL23A1	DKFZp434K0621
PSMD4	AF,Rpn10,AF-1,S5A
HIBADH	NS5ATP1
SLC2A4RG	GEF,Si-1-2,Si-1-2-19,HDBP1
PIAS1	GU/RH-II,GBP,ZMIZ3,DDXBP1
BCR	BCR1,D22S11,D22S662,CML,PHL,ALL
MCTP2	FLJ11175,FLJ33303
CMC2	C16orf61,DC13,MGC45036
WDR75	NET16,UTP17,FLJ12519
MOB4	CGI-95,PHOCN,DKFZP564M112,PREI3,MOBKL3,MOB3,2C4D
LRRC56	FLJ00101,DKFZp761L1518
METTL8	TIP,FLJ13984
ADPRM	MDS006,C17orf48
CELF3	ERDA4,TNRC4,MGC57297,CAGH4,BRUNOL1
SEC61A2	FLJ10578
GAS2L1	GAR22
